Frame,Visibility,X,Y
138,1,242,71
139,1,240,73
140,1,241,77
141,1,241,80
142,1,241,83
143,1,247,84
144,1,240,81
145,1,244,73
146,1,244,70
147,1,245,69
148,1,242,67
149,1,245,68
150,1,244,69
151,1,244,70
152,1,245,68
153,1,246,68
154,1,242,71
155,1,240,73
156,1,241,77
157,1,241,80
158,1,241,83
159,1,247,84
160,1,240,81
161,1,244,73
162,1,244,70
163,1,245,69
164,1,242,67
165,1,245,68
166,1,244,69
167,1,244,70
168,1,245,68
169,1,246,68
170,1,242,71
171,1,240,73
172,1,241,77
173,1,241,80
174,1,241,83
175,1,247,84
176,1,240,81
177,1,244,73
178,1,244,70
179,1,245,69
180,1,242,67
181,1,245,68
182,1,244,69
183,1,244,70
184,1,245,68
185,1,246,68
186,1,242,71
187,1,240,73
188,1,241,77
189,1,241,80
190,1,241,83
191,1,247,84
192,1,240,81
193,1,244,73
194,1,244,70
195,1,245,69
196,1,242,67
197,1,245,68
198,1,244,69
199,1,244,70
200,1,245,68
201,1,246,68
202,1,242,71
203,1,240,73
204,1,241,77
205,1,241,80
206,1,241,83
207,1,247,84
208,1,240,81
209,1,244,73
210,1,244,70
211,1,245,69
212,1,242,67
213,1,245,68
214,1,244,69
215,1,244,70
216,1,245,68
217,1,246,68
218,1,242,71
219,1,240,73
220,1,241,77
221,1,241,80
222,1,241,83
223,1,247,84
224,1,240,81
225,1,244,73
226,1,244,70
227,1,245,69
228,1,242,67
229,1,245,68
230,1,244,69
231,1,244,70
232,1,245,68
233,1,246,68
234,1,242,71
235,1,240,73
236,1,241,77
237,1,241,80
238,1,241,83
239,1,247,84
240,1,240,81
241,1,244,73
242,1,244,70
243,1,245,69
244,1,242,67
245,1,245,68
246,1,244,69
247,1,244,70
248,1,245,68
249,1,246,68
250,1,242,71
251,1,240,73
252,1,241,77
253,1,241,80
254,1,241,83
255,1,247,84
256,1,240,81
257,1,244,73
258,1,244,70
259,1,245,69
260,1,242,67
261,1,245,68
262,1,244,69
263,1,244,70
264,1,245,68
265,1,246,68
266,1,242,71
267,1,240,73
268,1,241,77
269,1,241,80
270,1,241,83
271,1,247,84
272,1,240,81
273,1,244,73
274,1,244,70
275,1,245,69
276,1,242,67
277,1,245,68
278,1,244,69
279,1,244,70
280,1,245,68
281,1,246,68
282,1,242,71
283,1,240,73
284,1,241,77
285,1,241,80
286,1,241,83
287,1,247,84
288,1,240,81
289,1,244,73
290,1,244,70
291,1,245,69
292,1,242,67
293,1,245,68
294,1,244,69
295,1,244,70
296,1,245,68
297,1,246,68
298,1,242,71
299,1,240,73
300,1,241,77
301,1,241,80
302,1,241,83
303,1,247,84
304,1,240,81
305,1,244,73
306,1,244,70
307,1,245,69
308,1,242,67
309,1,245,68
310,1,244,69
311,1,244,70
312,1,245,68
313,1,246,68
314,1,242,71
315,1,240,73
316,1,241,77
317,1,241,80
318,1,241,83
319,1,247,84
320,1,240,81
321,1,244,73
322,1,244,70
323,1,245,69
324,1,242,67
325,1,245,68
326,1,244,69
327,1,244,70
328,1,245,68
329,1,246,68
330,1,242,71
331,1,240,73
332,1,241,77
333,1,241,80
334,1,241,83
335,1,247,84
336,1,240,81
337,1,244,73
338,1,244,70
339,1,245,69
340,1,242,67
341,1,245,68
342,1,244,69
343,1,244,70
344,1,245,68
345,1,246,68
346,1,242,71
347,1,240,73
348,1,241,77
349,1,241,80
350,1,241,83
351,1,247,84
352,1,240,81
353,1,244,73
354,1,244,70
355,1,245,69
356,1,242,67
357,1,245,68
358,1,244,69
359,1,244,70
360,1,245,68
361,1,246,68
362,1,242,71
363,1,240,73
364,1,241,77
365,1,241,80
366,1,241,83
367,1,247,84
368,1,240,81
369,1,244,73
370,1,244,70
371,1,245,69
372,1,242,67
373,1,245,68
374,1,244,69
375,1,244,70
376,1,245,68
377,1,246,68
378,1,242,71
379,1,240,73
380,1,241,77
381,1,241,80
382,1,241,83
383,1,247,84
384,1,240,81
385,1,244,73
386,1,244,70
387,1,245,69
388,1,242,67
389,1,245,68
390,1,244,69
391,1,244,70
392,1,245,68
393,1,246,68
394,1,242,71
395,1,240,73
396,1,241,77
397,1,241,80
398,1,241,83
399,1,247,84
400,1,240,81
401,1,244,73
402,1,244,70
403,1,245,69
404,1,242,67
405,1,245,68
406,1,244,69
407,1,244,70
408,1,245,68
409,1,246,68
410,1,242,71
411,1,240,73
412,1,241,77
413,1,241,80
414,1,241,83
415,1,247,84
416,1,240,81
417,1,244,73
418,1,244,70
419,1,245,69
420,1,242,67
421,1,245,68
422,1,244,69
423,1,244,70
424,1,245,68
425,1,246,68
426,1,242,71
427,1,240,73
428,1,241,77
429,1,241,80
430,1,241,83
431,1,247,84
432,1,240,81
433,1,244,73
434,1,244,70
435,1,245,69
436,1,242,67
437,1,245,68
438,1,244,69
439,1,244,70
440,1,245,68
441,1,246,68
442,1,242,71
443,1,240,73
444,1,241,77
445,1,241,80
446,1,241,83
447,1,247,84
448,1,240,81
449,1,244,73
450,1,244,70
451,1,245,69
452,1,242,67
453,1,245,68
454,1,244,69
455,1,244,70
456,1,245,68
457,1,246,68
458,1,242,71
459,1,240,73
460,1,241,77
461,1,241,80
462,1,241,83
463,1,247,84
464,1,240,81
465,1,244,73
466,1,244,70
467,1,245,69
468,1,242,67
469,1,245,68
470,1,244,69
471,1,244,70
472,1,245,68
473,1,246,68
474,1,242,71
475,1,240,73
476,1,241,77
477,1,241,80
478,1,241,83
479,1,247,84
480,1,240,81
481,1,244,73
482,1,244,70
483,1,245,69
484,1,242,67
485,1,245,68
486,1,244,69
487,1,244,70
488,1,245,68
489,1,246,68
490,1,242,71
491,1,240,73
492,1,241,77
493,1,241,80
494,1,241,83
495,1,247,84
496,1,240,81
497,1,244,73
498,1,244,70
499,1,245,69
500,1,242,67
501,1,245,68
502,1,244,69
503,1,244,70
504,1,245,68
505,1,246,68
506,1,242,71
507,1,240,73
508,1,241,77
509,1,241,80
510,1,241,83
511,1,247,84
512,1,240,81
513,1,244,73
514,1,244,70
515,1,245,69
516,1,242,67
517,1,245,68
518,1,244,69
519,1,244,70
520,1,245,68
521,1,246,68
522,1,242,71
523,1,240,73
524,1,241,77
525,1,241,80
526,1,241,83
527,1,247,84
528,1,240,81
529,1,244,73
530,1,244,70
531,1,245,69
532,1,242,67
533,1,245,68
534,1,244,69
535,1,244,70
536,1,245,68
537,1,246,68
538,1,242,71
539,1,240,73
540,1,241,77
541,1,241,80
542,1,241,83
543,1,247,84
544,1,240,81
545,1,244,73
546,1,244,70
547,1,245,69
548,1,242,67
549,1,245,68
550,1,244,69
551,1,244,70
552,1,245,68
553,1,246,68
554,1,242,71
555,1,240,73
556,1,241,77
557,1,241,80
558,1,241,83
559,1,247,84
560,1,240,81
561,1,244,73
562,1,244,70
563,1,245,69
564,1,242,67
565,1,245,68
566,1,244,69
567,1,244,70
568,1,245,68
569,1,246,68
570,1,242,71
571,1,240,73
572,1,241,77
573,1,241,80
574,1,241,83
575,1,247,84
576,1,240,81
577,1,244,73
578,1,244,70
579,1,245,69
580,1,242,67
581,1,245,68
582,1,244,69
583,1,244,70
584,1,245,68
585,1,246,68
586,1,242,71
587,1,240,73
588,1,241,77
589,1,241,80
590,1,241,83
591,1,247,84
592,1,240,81
593,1,244,73
594,1,244,70
595,1,245,69
596,1,242,67
597,1,245,68
598,1,244,69
599,1,244,70
600,1,245,68
601,1,246,68
602,1,242,71
603,1,240,73
604,1,241,77
605,1,241,80
606,1,241,83
607,1,247,84
608,1,240,81
609,1,244,73
610,1,244,70
611,1,245,69
612,1,242,67
613,1,245,68
614,1,244,69
615,1,244,70
616,1,245,68
617,1,246,68
618,1,242,71
619,1,240,73
620,1,241,77
621,1,241,80
622,1,241,83
623,1,247,84
624,1,240,81
625,1,244,73
626,1,244,70
627,1,245,69
628,1,242,67
629,1,245,68
630,1,244,69
631,1,244,70
632,1,245,68
633,1,246,68
634,1,242,71
635,1,240,73
636,1,241,77
637,1,241,80
638,1,241,83
639,1,247,84
640,1,240,81
641,1,244,73
642,1,244,70
643,1,245,69
644,1,242,67
645,1,245,68
646,1,244,69
647,1,244,70
648,1,245,68
649,1,246,68
650,1,242,71
651,1,240,73
652,1,241,77
653,1,241,80
654,1,241,83
655,1,247,84
656,1,240,81
657,1,244,73
658,1,244,70
659,1,245,69
660,1,242,67
661,1,245,68
662,1,244,69
663,1,244,70
664,1,245,68
665,1,246,68
666,1,242,71
667,1,240,73
668,1,241,77
669,1,241,80
670,1,241,83
671,1,247,84
672,1,240,81
673,1,244,73
674,1,244,70
675,1,245,69
676,1,242,67
677,1,245,68
678,1,244,69
679,1,244,70
680,1,245,68
681,1,246,68
682,1,242,71
683,1,240,73
684,1,241,77
685,1,241,80
686,1,241,83
687,1,247,84
688,1,240,81
689,1,244,73
690,1,244,70
691,1,245,69
692,1,242,67
693,1,245,68
694,1,244,69
695,1,244,70
696,1,245,68
697,1,246,68
698,1,242,71
699,1,240,73
700,1,241,77
701,1,241,80
702,1,241,83
703,1,247,84
704,1,240,81
705,1,244,73
706,1,244,70
707,1,245,69
708,1,242,67
709,1,245,68
710,1,244,69
711,1,244,70
712,1,245,68
713,1,246,68
714,1,242,71
715,1,240,73
716,1,241,77
717,1,241,80
718,1,241,83
719,1,247,84
720,1,140,174
721,1,138,173
722,1,144,170
723,1,145,164
724,1,150,157
725,1,155,154
726,1,166,153
727,1,190,143
728,1,212,143
729,1,229,121
730,1,242,71
731,1,240,73
732,1,241,77
733,1,241,80
734,1,241,83
735,1,247,84
736,1,240,81
737,1,244,73
738,1,244,70
739,1,245,69
740,1,242,67
741,1,245,68
742,1,244,69
743,1,244,70
744,1,245,68
745,1,246,68
746,1,242,71
747,1,240,73
748,1,241,77
749,1,241,80
750,1,241,83
751,1,247,84
752,1,240,81
753,1,244,73
754,1,244,70
755,1,245,69
756,1,242,67
757,1,245,68
758,1,244,69
759,1,244,70
760,1,245,68
761,1,246,68
762,1,242,71
763,1,240,73
764,1,241,77
765,1,241,80
766,1,241,83
767,1,247,84
768,1,240,81
769,1,244,73
770,1,244,70
771,1,245,69
772,1,242,67
773,1,245,68
774,1,244,69
775,1,244,70
776,1,245,68
777,1,246,68
778,1,242,71
779,1,240,73
780,1,241,77
781,1,241,80
782,1,241,83
783,1,247,84
784,1,240,81
785,1,244,73
786,1,244,70
787,1,245,69
788,1,242,67
789,1,245,68
790,1,244,69
791,1,244,70
792,1,245,68
793,1,246,68
794,1,242,71
795,1,240,73
796,1,241,77
797,1,241,80
798,1,241,83
799,1,247,84
800,1,285,132
801,1,289,126
802,1,293,132
803,1,289,129
804,1,289,128
805,1,289,130
806,1,289,130
807,1,292,129
808,1,294,128
809,1,292,128
810,1,292,127
811,1,293,127
812,1,290,133
813,1,283,138
814,1,287,133
815,1,291,122
816,1,240,81
817,1,244,73
818,1,244,70
819,1,245,69
820,1,242,67
821,1,245,68
822,1,244,69
823,1,244,70
824,1,245,68
825,1,246,68
826,1,242,71
827,1,240,73
828,1,241,77
829,1,241,80
830,1,241,83
831,1,247,84
832,1,240,81
833,1,244,73
834,1,244,70
835,1,245,69
836,1,242,67
837,1,245,68
838,1,244,69
839,1,244,70
840,1,245,68
841,1,246,68
842,1,242,71
843,1,240,73
844,1,241,77
845,1,241,80
846,1,241,83
847,1,247,84
848,1,240,81
849,1,244,73
850,1,244,70
851,1,245,69
852,1,242,67
853,1,245,68
854,1,244,69
855,1,244,70
856,1,245,68
857,1,246,68
858,1,242,71
859,1,240,73
860,1,241,77
861,1,241,80
862,1,241,83
863,1,247,84
864,1,240,81
865,1,244,73
866,1,244,70
867,1,245,69
868,1,242,67
869,1,245,68
870,1,244,69
871,1,244,70
872,1,245,68
873,1,246,68
874,1,242,71
875,1,240,73
876,1,241,77
877,1,241,80
878,1,241,83
879,1,247,84
880,1,240,81
881,1,244,73
882,1,244,70
883,1,245,69
884,1,242,67
885,1,245,68
886,1,244,69
887,1,244,70
888,1,245,68
889,1,246,68
890,1,242,71
891,1,240,73
892,1,241,77
893,1,241,80
894,1,241,83
895,1,247,84
896,1,240,81
897,1,244,73
898,1,244,70
899,1,245,69
900,1,242,67
901,1,245,68
902,1,244,69
903,1,244,70
904,1,245,68
905,1,246,68
906,1,242,71
907,1,240,73
908,1,241,77
909,1,241,80
910,1,241,83
911,1,247,84
912,1,240,81
913,1,244,73
914,1,244,70
915,1,245,69
916,1,242,67
917,1,245,68
918,1,244,69
919,1,244,70
920,1,245,68
921,1,246,68
922,1,242,71
923,1,240,73
924,1,241,77
925,1,241,80
926,1,241,83
927,1,247,84
928,1,240,81
929,1,244,73
930,1,244,70
931,1,245,69
932,1,242,67
933,1,245,68
934,1,244,69
935,1,244,70
936,1,245,68
937,1,246,68
938,1,242,71
939,1,240,73
940,1,241,77
941,1,241,80
942,1,241,83
943,1,247,84
944,1,240,81
945,1,244,73
946,1,244,70
947,1,245,69
948,1,242,67
949,1,245,68
950,1,244,69
951,1,244,70
952,1,245,68
953,1,246,68
954,1,242,71
955,1,240,73
956,1,241,77
957,1,241,80
958,1,241,83
959,1,247,84
960,1,240,81
961,1,244,73
962,1,244,70
963,1,245,69
964,1,242,67
965,1,245,68
966,1,244,69
967,1,244,70
968,1,245,68
969,1,246,68
970,1,242,71
971,1,240,73
972,1,241,77
973,1,241,80
974,1,241,83
975,1,247,84
976,1,240,81
977,1,244,73
978,1,244,70
979,1,245,69
980,1,242,67
981,1,245,68
982,1,244,69
983,1,244,70
984,1,245,68
985,1,246,68
986,1,242,71
987,1,240,73
988,1,241,77
989,1,241,80
990,1,241,83
991,1,247,84
992,1,240,81
993,1,244,73
994,1,244,70
995,1,245,69
996,1,242,67
997,1,245,68
998,1,244,69
999,1,244,70
1000,1,245,68
1001,1,246,68
1002,1,242,71
1003,1,240,73
1004,1,241,77
1005,1,241,80
1006,1,241,83
1007,1,247,84
1008,1,240,81
1009,1,244,73
1010,1,244,70
1011,1,245,69
1012,1,242,67
1013,1,245,68
1014,1,244,69
1015,1,244,70
1016,1,245,68
1017,1,246,68
1018,1,242,71
1019,1,240,73
1020,1,241,77
1021,1,241,80
1022,1,241,83
1023,1,247,84
1024,1,240,81
1025,1,244,73
1026,1,244,70
1027,1,245,69
1028,1,242,67
1029,1,245,68
1030,1,244,69
1031,1,244,70
1032,1,245,68
1033,1,246,68
1034,1,242,71
1035,1,240,73
1036,1,241,77
1037,1,241,80
1038,1,241,83
1039,1,247,84
1040,1,240,81
1041,1,244,73
1042,1,244,70
1043,1,245,69
1044,1,242,67
1045,1,245,68
1046,1,244,69
1047,1,244,70
1048,1,245,68
1049,1,246,68
1050,1,242,71
1051,1,240,73
1052,1,241,77
1053,1,241,80
1054,1,241,83
1055,1,247,84
1056,1,240,81
1057,1,244,73
1058,1,244,70
1059,1,245,69
1060,1,242,67
1061,1,245,68
1062,1,244,69
1063,1,244,70
1064,1,245,68
1065,1,246,68
1066,1,242,71
1067,1,240,73
1068,1,241,77
1069,1,241,80
1070,1,241,83
1071,1,247,84
1072,1,240,81
1073,1,244,73
1074,1,244,70
1075,1,245,69
1076,1,242,67
1077,1,245,68
1078,1,244,69
1079,1,244,70
1080,1,245,68
1081,1,246,68
1082,1,242,71
1083,1,240,73
1084,1,241,77
1085,1,241,80
1086,1,241,83
1087,1,247,84
1088,1,240,81
1089,1,244,73
1090,1,244,70
1091,1,245,69
1092,1,242,67
1093,1,245,68
1094,1,244,69
1095,1,244,70
1096,1,245,68
1097,1,246,68
1098,1,242,71
1099,1,240,73
1100,1,241,77
1101,1,241,80
1102,1,241,83
1103,1,247,84
1104,1,240,81
1105,1,244,73
1106,1,244,70
1107,1,245,69
1108,1,242,67
1109,1,245,68
1110,1,244,69
1111,1,244,70
1112,1,245,68
1113,1,246,68
1114,1,242,71
1115,1,240,73
1116,1,241,77
1117,1,241,80
1118,1,241,83
1119,1,247,84
1120,1,240,81
1121,1,244,73
1122,1,244,70
1123,1,245,69
1124,1,242,67
1125,1,245,68
1126,1,244,69
1127,1,244,70
1128,1,245,68
1129,1,246,68
1130,1,242,71
1131,1,240,73
1132,1,241,77
1133,1,241,80
1134,1,241,83
1135,1,247,84
1136,1,240,81
1137,1,244,73
1138,1,244,70
1139,1,245,69
1140,1,242,67
1141,1,245,68
1142,1,244,69
1143,1,244,70
1144,1,245,68
1145,1,246,68
1146,1,242,71
1147,1,240,73
1148,1,241,77
1149,1,241,80
1150,1,241,83
1151,1,247,84
1152,1,240,81
1153,1,244,73
1154,1,244,70
1155,1,245,69
1156,1,242,67
1157,1,245,68
1158,1,244,69
1159,1,244,70
1160,1,245,68
1161,1,246,68
1162,1,242,71
1163,1,240,73
1164,1,241,77
1165,1,241,80
1166,1,241,83
1167,1,247,84
1168,1,240,81
1169,1,244,73
1170,1,244,70
1171,1,245,69
1172,1,242,67
1173,1,245,68
1174,1,244,69
1175,1,244,70
1176,1,245,68
1177,1,246,68
1178,1,242,71
1179,1,240,73
1180,1,241,77
1181,1,241,80
1182,1,241,83
1183,1,247,84
1184,1,240,81
1185,1,244,73
1186,1,244,70
1187,1,245,69
1188,1,242,67
1189,1,245,68
1190,1,244,69
1191,1,244,70
1192,1,245,68
1193,1,246,68
1194,1,242,71
1195,1,240,73
1196,1,241,77
1197,1,241,80
1198,1,241,83
1199,1,247,84
1200,1,240,81
1201,1,244,73
1202,1,244,70
1203,1,245,69
1204,1,242,67
1205,1,245,68
1206,1,244,69
1207,1,244,70
1208,1,245,68
1209,1,246,68
1210,1,242,71
1211,1,240,73
1212,1,241,77
1213,1,241,80
1214,1,241,83
1215,1,247,84
1216,1,240,81
1217,1,244,73
1218,1,244,70
1219,1,245,69
1220,1,242,67
1221,1,245,68
1222,1,244,69
1223,1,244,70
1224,1,245,68
1225,1,246,68
1226,1,242,71
1227,1,240,73
1228,1,241,77
1229,1,241,80
1230,1,241,83
1231,1,247,84
1232,1,240,81
1233,1,244,73
1234,1,244,70
1235,1,245,69
1236,1,242,67
1237,1,245,68
1238,1,244,69
1239,1,244,70
1240,1,245,68
1241,1,246,68
1242,1,242,71
1243,1,240,73
1244,1,241,77
1245,1,241,80
1246,1,241,83
1247,1,247,84
1248,1,240,81
1249,1,244,73
1250,1,244,70
1251,1,245,69
1252,1,242,67
1253,1,245,68
1254,1,244,69
1255,1,244,70
1256,1,245,68
1257,1,246,68
1258,1,242,71
1259,1,240,73
1260,1,241,77
1261,1,241,80
1262,1,241,83
1263,1,247,84
1264,1,240,81
1265,1,244,73
1266,1,244,70
1267,1,245,69
1268,1,242,67
1269,1,245,68
1270,1,244,69
1271,1,244,70
1272,1,245,68
1273,1,246,68
1274,1,242,71
1275,1,240,73
1276,1,241,77
1277,1,241,80
1278,1,241,83
1279,1,247,84
1280,1,240,81
1281,1,244,73
1282,1,244,70
1283,1,245,69
1284,1,242,67
1285,1,245,68
1286,1,244,69
1287,1,244,70
1288,1,245,68
1289,1,246,68
1290,1,242,71
1291,1,240,73
1292,1,241,77
1293,1,241,80
1294,1,241,83
1295,1,247,84
1296,1,240,81
1297,1,244,73
1298,1,244,70
1299,1,245,69
1300,1,242,67
1301,1,245,68
1302,1,244,69
1303,1,244,70
1304,1,245,68
1305,1,246,68
1306,1,242,71
1307,1,240,73
1308,1,241,77
1309,1,241,80
1310,1,241,83
1311,1,247,84
1312,1,240,81
1313,1,244,73
1314,1,244,70
1315,1,245,69
1316,1,242,67
1317,1,245,68
1318,1,244,69
1319,1,244,70
1320,1,245,68
1321,1,246,68
1322,1,242,71
1323,1,240,73
1324,1,241,77
1325,1,241,80
1326,1,241,83
1327,1,247,84
1328,1,240,81
1329,1,244,73
1330,1,244,70
1331,1,245,69
1332,1,242,67
1333,1,245,68
1334,1,244,69
1335,1,244,70
1336,1,245,68
1337,1,246,68
1338,1,242,71
1339,1,240,73
1340,1,241,77
1341,1,241,80
1342,1,241,83
1343,1,247,84
1344,1,240,81
1345,1,244,73
1346,1,244,70
1347,1,245,69
1348,1,242,67
1349,1,245,68
1350,1,244,69
1351,1,244,70
1352,1,245,68
1353,1,246,68
1354,1,242,71
1355,1,240,73
1356,1,241,77
1357,1,241,80
1358,1,241,83
1359,1,247,84
1360,1,240,81
1361,1,244,73
1362,1,244,70
1363,1,245,69
1364,1,242,67
1365,1,245,68
1366,1,244,69
1367,1,244,70
1368,1,245,68
1369,1,246,68
1370,1,242,71
1371,1,240,73
1372,1,241,77
1373,1,241,80
1374,1,241,83
1375,1,247,84
1376,1,240,81
1377,1,244,73
1378,1,244,70
1379,1,245,69
1380,1,242,67
1381,1,245,68
1382,1,244,69
1383,1,244,70
1384,1,245,68
1385,1,246,68
1386,1,242,71
1387,1,240,73
1388,1,241,77
1389,1,241,80
1390,1,241,83
1391,1,247,84
1392,1,240,81
1393,1,244,73
1394,1,244,70
1395,1,245,69
1396,1,242,67
1397,1,245,68
1398,1,244,69
1399,1,244,70
1400,1,245,68
1401,1,246,68
1402,1,242,71
1403,1,240,73
1404,1,241,77
1405,1,241,80
1406,1,241,83
1407,1,247,84
1408,1,240,81
1409,1,244,73
1410,1,244,70
1411,1,245,69
1412,1,242,67
1413,1,261,54
1414,1,273,60
1415,1,278,0
1416,1,355,0
1417,1,299,0
1418,1,238,2
1419,1,205,19
1420,1,275,15
1421,1,250,39
1422,1,288,23
1423,1,73,192
1424,1,240,81
1425,1,244,73
1426,1,244,70
1427,1,245,69
1428,1,242,67
1429,1,245,68
1430,1,198,78
1431,1,158,97
1432,1,143,101
1433,1,138,114
1434,1,116,102
1435,1,108,100
1436,1,97,98
1437,1,96,102
1438,1,96,102
1439,1,73,102
1440,1,240,81
1441,1,244,73
1442,1,244,70
1443,1,245,69
1444,1,242,67
1445,1,245,68
1446,1,244,69
1447,1,244,70
1448,1,245,68
1449,1,246,68
1450,1,242,71
1451,1,240,73
1452,1,241,77
1453,1,241,80
1454,1,241,83
1455,1,247,84
1456,1,240,81
1457,1,244,73
1458,1,244,70
1459,1,245,69
1460,1,242,67
1461,1,261,58
1462,1,280,62
1463,1,286,58
1464,1,288,39
1465,1,290,41
1466,1,289,40
1467,1,292,39
1468,1,291,37
1469,1,290,37
1470,1,290,37
1471,1,292,37
1472,1,449,106
1473,1,449,106
1474,1,440,115
1475,1,422,126
1476,1,391,126
1477,1,351,120
1478,1,365,109
1479,1,420,124
1480,1,460,106
1481,1,462,143
1482,1,448,118
1483,1,431,140
1484,1,436,146
1485,1,451,154
1486,1,450,170
1487,1,465,172
1488,1,240,81
1489,1,244,73
1490,1,244,70
1491,1,245,69
1492,1,242,67
1493,1,245,68
1494,1,244,69
1495,1,244,70
1496,1,245,68
1497,1,246,68
1498,1,242,71
1499,1,240,73
1500,1,241,77
1501,1,241,80
1502,1,241,83
1503,1,247,84
1504,1,439,75
1505,1,426,70
1506,1,430,74
1507,1,436,83
1508,1,441,86
1509,1,442,94
1510,1,449,105
1511,1,438,111
1512,1,429,122
1513,1,399,126
1514,1,351,118
1515,1,344,115
1516,1,391,135
1517,1,370,117
1518,1,347,106
1519,1,329,95
1520,1,418,83
1521,1,437,76
1522,1,435,93
1523,1,422,60
1524,1,427,81
1525,1,435,96
1526,1,441,95
1527,1,440,107
1528,1,439,105
1529,1,439,104
1530,1,413,122
1531,1,349,131
1532,1,269,118
1533,1,206,120
1534,1,78,104
1535,1,78,104
1536,1,240,81
1537,1,244,73
1538,1,244,70
1539,1,245,69
1540,1,242,67
1541,1,245,68
1542,1,244,69
1543,1,244,70
1544,1,245,68
1545,1,246,68
1546,1,242,71
1547,1,240,73
1548,1,241,77
1549,1,241,80
1550,1,241,83
1551,1,247,84
1552,1,167,5
1553,1,172,6
1554,1,169,11
1555,1,165,15
1556,1,179,15
1557,1,133,40
1558,1,109,65
1559,1,31,100
1560,1,100,123
1561,1,107,131
1562,1,102,148
1563,1,105,145
1564,1,108,139
1565,1,136,132
1566,1,149,121
1567,1,173,124
1568,1,240,81
1569,1,244,73
1570,1,244,70
1571,1,245,69
1572,1,242,67
1573,1,245,68
1574,1,244,69
1575,1,244,70
1576,1,245,68
1577,1,246,68
1578,1,242,71
1579,1,240,73
1580,1,241,77
1581,1,241,80
1582,1,241,83
1583,1,247,84
1584,1,78,102
1585,1,81,101
1586,1,87,101
1587,1,88,97
1588,1,83,101
1589,1,84,105
1590,1,73,102
1591,1,71,103
1592,1,87,103
1593,1,89,104
1594,1,98,104
1595,1,103,99
1596,1,118,108
1597,1,134,118
1598,1,149,113
1599,1,173,119
1600,1,240,81
1601,1,244,73
1602,1,244,70
1603,1,370,7
1604,1,444,45
1605,1,457,71
1606,1,445,27
1607,1,421,7
1608,1,439,14
1609,1,453,53
1610,1,459,69
1611,1,461,82
1612,1,474,104
1613,1,456,108
1614,1,453,107
1615,1,474,104
1616,0,0,0
1617,0,0,0
1618,0,0,0
1619,0,0,0
1620,0,0,0
1621,0,0,0
1622,0,0,0
1623,0,0,0
1624,1,280,13
1625,0,0,0
1626,0,0,0
1627,0,0,0
1628,0,0,0
1629,0,0,0
1630,0,0,0
1631,0,0,0
1632,0,0,0
1633,0,0,0
1634,0,0,0
1635,0,0,0
1636,0,0,0
1637,0,0,0
1638,0,0,0
1639,0,0,0
1640,0,0,0
1641,0,0,0
1642,0,0,0
1643,0,0,0
1644,0,0,0
1645,0,0,0
1646,0,0,0
1647,0,0,0
1648,0,0,0
1649,0,0,0
1650,0,0,0
1651,0,0,0
1652,0,0,0
1653,0,0,0
1654,0,0,0
1655,0,0,0
1656,0,0,0
1657,0,0,0
1658,0,0,0
1659,0,0,0
1660,0,0,0
1661,0,0,0
1662,0,0,0
