Frame,Visibility,X,Y
133,1,178,56
134,1,172,58
135,1,164,61
136,1,170,59
137,1,178,57
138,1,195,60
139,1,207,67
140,1,209,70
141,1,204,67
142,1,200,62
143,1,192,56
144,1,344,275
145,1,441,160
146,1,414,99
147,1,444,89
148,1,445,89
149,1,415,100
150,1,454,160
151,1,446,92
152,1,417,105
153,0,0,0
154,0,0,0
155,1,241,3
156,1,309,25
157,1,446,92
158,1,359,18
159,1,454,207
160,1,451,101
161,1,413,20
162,1,468,20
163,1,440,40
164,1,430,83
165,1,432,150
166,1,431,219
167,1,433,252
168,1,441,264
169,1,480,173
170,1,443,204
171,1,426,186
172,1,396,187
173,1,369,199
174,1,329,194
175,1,274,198
176,1,407,265
177,1,407,192
178,1,406,192
179,1,415,202
180,1,413,254
181,1,406,258
182,1,400,262
183,1,394,265
184,1,393,266
185,1,386,270
186,1,380,274
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,1,325,7
198,1,321,109
199,1,302,181
200,1,277,207
201,1,274,232
202,1,262,244
203,1,263,273
204,1,253,259
205,1,263,224
206,1,280,200
207,1,282,187
208,1,240,81
209,1,244,73
210,1,244,70
211,1,245,69
212,1,242,67
213,1,245,68
214,1,244,69
215,1,244,70
216,1,245,68
217,1,246,68
218,1,242,71
219,1,240,73
220,1,241,77
221,1,241,80
222,1,241,83
223,1,247,84
224,1,240,81
225,1,244,73
226,1,244,70
227,1,245,69
228,1,242,67
229,1,245,68
230,1,244,69
231,1,244,70
232,1,245,68
233,1,246,68
234,1,242,71
235,1,240,73
236,1,241,77
237,1,241,80
238,1,241,83
239,1,247,84
240,1,240,81
241,1,244,73
242,1,244,70
243,1,245,69
244,1,242,67
245,1,245,68
246,1,300,154
247,1,308,177
248,1,294,189
249,1,307,205
250,1,293,208
251,1,301,202
252,1,301,206
253,1,303,210
254,1,303,213
255,1,307,216
256,1,240,81
257,1,244,73
258,1,244,70
259,1,245,69
260,1,242,67
261,1,245,68
262,1,244,69
263,1,244,70
264,1,245,68
265,1,246,68
266,1,242,71
267,1,240,73
268,1,241,77
269,1,241,80
270,1,241,83
271,1,247,84
272,1,305,241
273,1,316,254
274,1,314,262
275,1,325,266
276,1,330,270
277,1,332,273
278,1,326,276
279,1,323,276
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,0
299,0,0,0
300,0,0,0
301,0,0,0
302,0,0,0
303,0,0,0
304,0,0,0
305,0,0,0
306,0,0,0
307,0,0,0
308,0,0,0
309,0,0,0
310,0,0,0
311,0,0,0
312,0,0,0
313,0,0,0
314,0,0,0
315,0,0,0
316,0,0,0
317,0,0,0
318,1,374,3
319,1,320,6
320,0,0,0
321,1,340,2
322,1,377,3
323,1,255,2
324,1,158,91
325,1,334,2
326,1,79,4
327,1,76,10
328,1,319,4
329,1,72,14
330,1,340,141
331,1,259,9
332,1,50,89
333,1,342,135
334,1,341,136
335,1,52,56
336,1,287,10
337,1,71,10
338,1,71,10
339,1,71,10
340,1,343,124
341,1,73,11
342,1,62,135
343,1,43,119
344,1,76,131
345,1,75,124
346,1,38,110
347,1,81,4
348,1,33,129
349,1,65,29
350,1,88,2
351,1,57,42
352,1,87,2
353,1,72,21
354,1,122,3
355,1,72,21
356,1,74,16
357,1,75,16
358,1,67,20
359,1,219,2
360,1,155,2
361,0,0,0
362,0,0,0
363,0,0,0
364,1,130,4
365,0,0,0
366,0,0,0
367,0,0,0
368,0,0,0
369,0,0,0
370,1,358,181
371,1,368,185
372,1,361,179
373,1,362,179
374,1,362,180
375,1,362,179
376,1,338,5
377,1,338,8
378,0,0,0
379,0,0,0
380,1,342,5
381,1,344,8
382,0,0,0
383,0,0,0
384,1,374,45
385,1,369,59
386,1,354,67
387,1,334,39
388,1,457,34
389,1,447,13
390,1,93,0
391,1,336,0
392,1,293,208
393,1,436,3
394,0,0,0
395,0,0,0
396,0,0,0
397,0,0,0
398,0,0,0
399,1,380,33
400,1,374,29
401,1,360,6
402,1,372,34
403,1,391,50
404,1,390,51
405,1,372,42
406,1,350,12
407,1,391,58
408,1,350,12
409,1,479,15
410,1,479,15
411,1,348,24
412,1,344,19
413,1,475,17
414,1,340,18
415,1,340,10
416,1,340,33
417,1,337,44
418,1,285,152
419,1,243,201
420,1,211,240
421,1,184,263
422,1,285,179
423,1,190,279
424,1,186,274
425,1,182,267
426,1,186,280
427,1,186,281
428,1,185,279
429,1,461,281
430,1,178,266
431,1,176,263
432,1,229,207
433,1,229,206
434,1,179,277
435,1,178,274
436,1,172,264
437,1,171,262
438,1,176,278
439,1,176,278
440,1,374,107
441,1,172,270
442,1,167,263
443,1,358,10
444,1,263,165
445,1,355,13
446,1,260,168
447,1,251,149
448,1,157,124
449,1,135,90
450,1,135,90
451,1,135,90
452,1,284,216
453,1,171,123
454,1,284,216
455,1,284,216
456,1,284,216
457,1,161,113
458,1,170,120
459,1,170,120
460,1,284,216
461,1,130,83
462,1,168,116
463,1,284,217
464,1,192,172
465,1,193,172
466,1,193,175
467,1,193,181
468,1,191,186
469,1,188,187
470,1,186,187
471,1,182,179
472,1,171,123
473,1,170,136
474,1,107,146
475,1,167,137
476,1,169,151
477,1,166,153
478,1,166,238
479,1,146,164
480,1,64,248
481,1,68,246
482,1,61,244
483,1,48,229
484,1,89,58
485,1,197,198
486,1,301,191
487,1,301,191
488,1,279,2
489,1,365,154
490,1,412,149
491,1,446,133
492,1,476,117
493,1,478,117
494,1,468,116
495,0,0,0
496,1,389,1
497,0,0,0
498,0,0,0
499,0,0,0
500,0,0,0
501,0,0,0
502,0,0,0
503,0,0,0
504,1,306,212
505,1,493,181
506,1,454,208
507,1,301,192
508,1,480,274
509,1,472,275
510,1,472,275
511,1,274,160
512,1,250,133
513,1,257,164
514,1,284,197
515,1,296,225
516,1,304,240
517,1,313,253
518,1,313,266
519,1,288,258
520,1,282,237
521,1,122,271
522,1,123,272
523,1,228,136
524,1,129,275
525,1,225,138
526,1,239,193
527,1,239,193
528,1,160,160
529,1,167,153
530,1,178,150
531,1,163,155
532,1,155,161
533,1,143,177
534,1,150,196
535,1,160,181
536,1,214,164
537,1,215,167
538,1,213,171
539,1,242,158
540,1,271,155
541,1,291,119
542,1,215,183
543,1,204,190
544,1,306,153
545,1,307,153
546,1,306,151
547,1,305,150
548,1,308,147
549,1,312,149
550,1,322,133
551,0,0,0
552,0,0,0
553,1,416,2
554,1,417,2
555,1,410,22
556,1,421,9
557,1,423,5
558,1,391,59
559,1,423,12
560,1,423,13
561,0,0,0
562,1,434,11
563,0,0,0
564,0,0,0
565,0,0,0
566,0,0,0
567,1,446,21
568,1,414,37
569,1,407,32
570,1,406,22
571,1,404,20
572,1,401,21
573,1,399,16
574,1,393,21
575,1,390,22
576,1,423,90
577,1,425,95
578,1,428,107
579,1,432,125
580,0,0,0
581,1,117,5
582,1,452,4
583,1,423,100
584,1,125,3
585,1,127,6
586,1,129,7
587,1,131,7
588,1,133,9
589,0,0,0
590,0,0,0
591,1,247,13
592,1,254,3
593,1,52,129
594,1,178,174
595,1,249,204
596,1,309,197
597,1,359,218
598,1,356,234
599,1,345,205
600,1,149,201
601,1,179,209
602,1,159,222
603,1,120,229
604,1,206,238
605,1,298,7
606,1,117,146
607,1,206,247
608,1,190,162
609,1,102,81
610,1,146,249
611,1,154,241
612,1,94,59
613,1,99,86
614,1,95,67
615,1,87,70
616,1,164,235
617,1,202,59
618,1,128,133
619,1,227,163
620,1,226,163
621,1,229,167
622,1,234,176
623,1,107,4
624,1,164,243
625,1,222,93
626,1,109,6
627,1,247,190
628,1,244,185
629,1,135,165
630,1,114,109
631,1,230,108
632,1,115,16
633,1,241,172
634,1,152,207
635,1,244,178
636,1,246,183
637,1,123,31
638,1,123,30
639,1,161,214
640,1,269,214
641,1,127,46
642,1,164,266
643,1,277,236
644,1,131,53
645,1,267,218
646,1,271,224
647,1,166,238
648,1,275,256
649,1,277,259
650,1,282,264
651,1,290,266
652,1,291,261
653,1,296,264
654,1,290,260
655,1,295,257
656,1,147,283
657,1,146,280
658,1,197,189
659,1,200,188
660,1,207,191
661,1,210,190
662,1,201,178
663,1,191,170
664,1,187,162
665,1,185,154
666,1,184,148
667,1,186,141
668,1,190,138
669,1,190,132
670,1,188,151
671,1,180,151
672,1,130,270
673,1,135,266
674,1,132,264
675,1,131,259
676,1,139,254
677,1,137,251
678,1,156,230
679,1,179,191
680,1,195,172
681,1,208,157
682,1,213,147
683,1,223,141
684,1,224,143
685,1,219,142
686,1,219,142
687,1,343,124
688,1,190,139
689,1,342,280
690,1,186,141
691,1,253,146
692,1,252,146
693,1,213,141
694,1,254,148
695,1,211,151
696,1,206,153
697,1,43,94
698,1,334,161
699,1,303,124
700,1,195,140
701,1,186,141
702,1,149,139
703,1,178,142
704,1,316,163
705,1,230,147
706,1,225,146
707,1,394,157
708,1,167,145
709,1,141,140
710,1,141,140
711,1,246,134
712,1,155,140
713,1,118,139
714,1,118,138
715,1,119,141
716,1,158,139
717,1,112,137
718,1,483,156
719,1,146,137
720,1,277,135
721,1,406,131
722,1,405,131
723,1,250,120
724,1,246,118
725,1,124,135
726,1,130,143
727,1,110,159
728,1,95,186
729,1,77,232
730,1,72,249
731,1,66,254
732,1,61,260
733,1,60,265
734,1,68,265
735,1,61,267
736,1,242,121
737,1,230,102
738,1,213,93
739,1,198,76
740,1,184,69
741,1,170,60
742,1,167,60
743,1,125,57
744,1,124,157
745,1,95,188
746,1,73,226
747,1,64,250
748,1,65,267
749,1,63,272
750,1,59,274
751,1,72,273
752,1,135,115
753,1,127,121
754,1,119,119
755,1,115,107
756,1,109,103
757,1,95,93
758,0,0,0
759,0,0,0
760,0,0,0
761,1,203,6
762,1,239,6
763,0,0,0
764,0,0,0
765,0,0,0
766,1,309,122
767,1,312,138
768,1,62,213
769,1,65,211
770,1,69,209
771,1,69,209
772,1,74,202
773,1,282,253
774,1,279,271
775,1,85,196
776,1,147,204
777,1,145,192
778,1,148,187
779,1,149,171
780,1,144,174
781,1,121,196
782,1,154,215
783,1,147,216
784,1,215,218
785,1,188,95
786,1,187,80
787,1,196,257
788,1,190,263
789,1,190,268
790,1,188,277
791,1,199,271
792,1,187,260
793,1,178,257
794,1,188,245
795,1,207,239
796,1,242,226
797,1,241,80
798,1,241,83
799,1,247,84
800,1,253,169
801,1,254,169
802,1,255,171
803,1,255,171
804,1,254,172
805,1,255,172
806,1,258,170
807,1,258,166
808,1,260,157
809,1,268,140
810,1,273,139
811,1,259,124
812,1,241,77
813,1,241,80
814,1,241,83
815,1,247,84
816,1,153,131
817,1,157,140
818,1,151,140
819,1,149,140
820,1,147,140
821,1,149,144
822,1,148,147
823,1,149,148
824,1,148,148
825,1,151,147
826,1,151,146
827,1,157,142
828,1,158,139
829,1,160,136
830,1,170,138
831,1,180,137
832,1,254,87
833,1,244,42
834,1,246,19
835,1,243,15
836,1,252,21
837,1,246,32
838,1,247,40
839,1,249,48
840,1,250,54
841,1,251,58
842,1,257,84
843,1,257,84
844,1,44,42
845,1,230,22
846,1,249,63
847,1,50,46
848,1,224,19
849,1,234,27
850,1,62,20
851,1,65,22
852,1,226,22
853,1,227,24
854,1,225,21
855,1,225,21
856,1,74,28
857,1,73,29
858,1,246,49
859,1,77,30
860,1,194,57
861,1,189,65
862,1,85,30
863,1,256,74
864,1,28,225
865,1,58,222
866,1,62,206
867,1,71,202
868,1,77,189
869,1,81,180
870,1,88,178
871,1,76,182
872,1,89,122
873,1,96,83
874,1,113,46
875,1,113,49
876,1,115,48
877,1,119,24
878,1,121,8
879,1,117,9
880,1,184,57
881,1,187,60
882,1,190,61
883,1,198,63
884,1,165,60
885,1,184,58
886,1,188,58
887,1,196,60
888,1,431,166
889,1,443,94
890,1,434,164
891,1,434,164
892,1,438,162
893,1,425,88
894,1,441,160
895,1,434,89
896,1,444,89
897,1,453,158
898,1,453,158
899,1,454,160
900,1,446,92
901,1,227,25
902,1,216,20
903,1,422,82
904,1,239,3
905,1,238,7
906,1,445,93
907,1,315,32
908,1,414,113
909,1,418,179
910,1,409,20
911,1,456,256
912,1,433,100
913,1,435,110
914,1,442,116
915,1,449,136
916,1,454,143
917,1,486,162
918,1,475,181
919,1,298,162
920,1,325,170
921,1,294,154
922,1,272,201
923,1,281,218
924,1,274,207
925,1,287,48
926,1,319,20
927,1,310,12
928,1,420,250
929,1,280,2
930,1,407,258
931,1,400,262
932,1,394,266
933,1,393,265
934,1,386,270
935,0,0,0
936,0,0,0
937,0,0,0
938,0,0,0
939,0,0,0
940,0,0,0
941,0,0,0
942,0,0,0
943,0,0,0
944,0,0,0
945,0,0,0
946,1,309,4
947,0,0,0
948,0,0,0
949,0,0,0
950,0,0,0
951,0,0,0
952,0,0,0
953,0,0,0
954,0,0,0
955,0,0,0
956,0,0,0
957,0,0,0
958,1,408,276
959,1,402,275
960,1,240,81
961,1,244,73
962,1,244,70
963,1,245,69
964,1,242,67
965,1,245,68
966,1,244,69
967,1,244,70
968,1,245,68
969,1,246,68
970,1,242,71
971,1,240,73
972,1,241,77
973,1,241,80
974,1,241,83
975,1,247,84
976,1,287,85
977,1,287,84
978,1,287,84
979,1,285,83
980,1,284,84
981,1,284,84
982,1,284,84
983,1,280,88
984,1,287,121
985,1,277,141
986,1,274,167
987,1,288,194
988,1,291,221
989,1,296,239
990,1,298,251
991,1,301,254
992,1,240,81
993,1,244,73
994,1,244,70
995,1,245,69
996,1,242,67
997,1,259,149
998,1,264,166
999,1,257,156
1000,1,261,125
1001,1,248,136
1002,1,237,146
1003,1,243,162
1004,1,250,171
1005,1,253,183
1006,1,256,194
1007,1,274,214
1008,1,331,242
1009,1,350,253
1010,1,349,266
1011,1,362,270
1012,1,356,274
1013,1,360,275
1014,1,355,276
1015,1,360,278
1016,1,357,276
1017,1,358,276
1018,1,356,277
1019,1,367,276
1020,1,343,276
1021,1,362,270
1022,1,373,268
1023,1,360,262
1024,1,240,81
1025,1,244,73
1026,1,244,70
1027,1,245,69
1028,1,242,67
1029,1,245,68
1030,1,244,69
1031,1,244,70
1032,1,245,68
1033,1,246,68
1034,1,242,71
1035,1,240,73
1036,1,241,77
1037,1,241,80
1038,1,241,83
1039,1,247,84
1040,1,240,81
1041,1,244,73
1042,1,244,70
1043,1,245,69
1044,1,242,67
1045,1,245,68
1046,1,244,69
1047,1,244,70
1048,1,245,68
1049,1,246,68
1050,1,242,71
1051,1,240,73
1052,1,241,77
1053,1,241,80
1054,1,241,83
1055,1,247,84
1056,1,152,167
1057,1,149,164
1058,1,168,115
1059,1,176,122
1060,1,168,138
1061,1,187,158
1062,1,177,178
1063,1,185,189
1064,1,157,200
1065,0,0,0
1066,0,0,0
1067,1,372,3
1068,1,310,5
1069,1,325,4
1070,1,325,4
1071,1,211,7
1072,1,246,2
1073,1,340,2
1074,1,334,2
1075,1,77,9
1076,1,79,4
1077,1,196,3
1078,1,72,13
1079,1,52,95
1080,1,345,134
1081,1,171,5
1082,1,232,2
1083,1,379,30
1084,1,52,56
1085,1,79,181
1086,1,360,4
1087,1,184,6
1088,1,336,136
1089,1,343,124
1090,1,73,11
1091,1,91,6
1092,1,43,119
1093,1,290,8
1094,1,288,8
1095,1,38,126
1096,1,81,5
1097,1,76,11
1098,1,47,62
1099,1,88,1
1100,1,87,2
1101,1,63,35
1102,1,86,6
1103,1,54,44
1104,1,59,38
1105,0,0,0
1106,0,0,0
1107,1,85,2
1108,1,77,3
1109,1,116,1
1110,1,63,3
1111,1,86,1
1112,1,154,6
1113,1,86,6
1114,1,91,3
1115,0,0,0
1116,0,0,0
1117,0,0,0
1118,0,0,0
1119,0,0,0
1120,1,362,179
1121,1,362,180
1122,1,362,180
1123,1,362,180
1124,1,362,180
1125,1,315,208
1126,1,282,225
1127,1,233,243
1128,1,226,252
1129,1,218,260
1130,1,211,263
1131,1,221,253
1132,1,231,244
1133,1,229,244
1134,1,214,238
1135,1,185,228
1136,1,379,43
1137,1,384,43
1138,1,384,43
1139,1,386,43
1140,1,387,45
1141,1,388,45
1142,1,394,41
1143,0,0,0
1144,0,0,0
1145,0,0,0
1146,0,0,0
1147,0,0,0
1148,1,364,4
1149,1,373,29
1150,1,359,7
1151,1,356,16
1152,1,266,138
1153,1,266,138
1154,1,378,46
1155,1,349,2
1156,1,351,15
1157,1,350,11
1158,1,346,18
1159,1,345,18
1160,1,349,25
1161,1,345,3
1162,1,480,2
1163,1,340,10
1164,1,340,10
1165,1,335,9
1166,0,0,0
1167,0,0,0
1168,0,0,0
1169,1,285,169
1170,1,284,170
1171,1,284,179
1172,1,189,277
1173,1,186,272
1174,1,181,264
1175,1,186,281
1176,1,186,281
1177,1,185,279
1178,1,182,274
1179,1,178,266
1180,1,177,262
1181,1,372,10
1182,1,372,11
1183,1,230,200
1184,1,464,263
1185,1,466,258
1186,1,178,281
1187,1,176,279
1188,1,176,278
1189,1,205,216
1190,1,199,219
1191,1,167,262
1192,1,452,266
1193,1,356,14
1194,0,0,0
1195,0,0,0
1196,1,168,272
1197,1,200,142
1198,1,160,223
1199,1,153,106
1200,1,284,216
1201,1,284,216
1202,1,172,122
1203,1,133,87
1204,1,284,216
1205,1,284,216
1206,1,284,216
1207,1,284,216
1208,1,284,216
1209,1,284,216
1210,1,284,217
1211,1,284,216
1212,1,285,217
1213,1,287,216
1214,1,285,216
1215,1,285,217
1216,1,197,255
1217,1,198,222
1218,1,197,212
1219,1,186,187
1220,1,182,180
1221,1,171,123
1222,1,174,190
1223,1,170,192
1224,1,171,193
1225,1,175,198
1226,1,176,240
1227,1,160,238
1228,1,148,222
1229,1,122,248
1230,1,122,248
1231,1,65,250
1232,1,48,228
1233,1,131,239
1234,1,188,218
1235,1,245,188
1236,1,304,183
1237,1,334,171
1238,1,362,180
1239,0,0,0
1240,1,246,2
1241,0,0,0
1242,1,269,4
1243,1,456,110
1244,1,376,2
1245,1,389,1
1246,0,0,0
1247,0,0,0
1248,0,0,0
1249,0,0,0
1250,0,0,0
1251,0,0,0
1252,0,0,0
1253,0,0,0
1254,1,304,203
1255,1,304,201
1256,1,349,214
1257,1,405,238
1258,1,439,255
1259,1,452,266
1260,1,491,280
1261,1,447,249
1262,1,438,239
1263,1,348,124
1264,1,311,244
1265,1,319,249
1266,1,315,254
1267,1,313,266
1268,1,309,242
1269,1,297,214
1270,1,280,191
1271,1,259,177
1272,1,229,136
1273,1,234,187
1274,1,226,140
1275,1,225,138
1276,1,225,140
1277,1,225,144
1278,1,221,143
1279,1,220,140
1280,1,240,195
1281,1,217,154
1282,1,230,173
1283,1,238,188
1284,1,239,200
1285,1,214,164
1286,1,215,168
1287,1,213,172
1288,1,251,148
1289,1,275,133
1290,1,292,120
1291,1,291,120
1292,0,0,0
1293,0,0,0
1294,0,0,0
1295,0,0,0
1296,0,0,0
1297,0,0,0
1298,1,370,4
1299,1,333,123
1300,1,342,103
1301,1,348,78
1302,1,355,55
1303,1,373,37
1304,1,365,15
1305,1,421,10
1306,1,423,5
1307,1,423,4
1308,1,423,13
1309,1,423,12
1310,1,80,18
1311,1,371,1
1312,1,469,2
1313,0,0,0
1314,0,0,0
1315,0,0,0
1316,1,445,23
1317,1,457,1
1318,0,0,0
1319,0,0,0
1320,0,0,0
1321,1,50,4
1322,1,422,113
1323,1,422,121
1324,1,454,113
1325,0,0,0
1326,0,0,0
1327,0,0,0
1328,1,110,1
1329,1,112,3
1330,1,117,6
1331,1,118,6
1332,0,0,0
1333,0,0,0
1334,1,116,19
1335,1,414,37
1336,1,443,8
1337,1,443,9
1338,1,444,10
1339,1,444,10
1340,1,196,24
1341,1,446,14
1342,1,202,28
1343,1,446,23
1344,1,428,154
1345,1,418,166
1346,1,408,174
1347,1,389,183
1348,1,377,190
1349,1,195,59
1350,1,203,183
1351,1,151,198
1352,1,120,229
1353,1,152,18
1354,1,124,142
1355,1,117,146
1356,1,207,246
1357,1,157,202
1358,1,104,184
1359,1,100,179
1360,1,154,241
1361,1,191,126
1362,1,162,239
1363,1,162,239
1364,1,112,254
1365,1,188,120
1366,1,201,95
1367,1,219,150
1368,1,214,133
1369,1,212,92
1370,1,228,167
1371,1,214,63
1372,1,228,159
1373,1,119,126
1374,1,106,137
1375,1,104,139
1376,1,126,137
1377,1,130,143
1378,1,122,20
1379,1,244,178
1380,1,138,181
1381,1,239,169
1382,1,125,136
1383,1,136,162
1384,1,244,178
1385,1,264,205
1386,1,265,207
1387,1,120,9
1388,1,122,10
1389,1,273,220
1390,1,274,222
1391,1,276,225
1392,1,277,236
1393,1,132,53
1394,1,134,59
1395,1,270,224
1396,1,166,238
1397,1,141,71
1398,1,169,183
1399,1,182,192
1400,1,179,196
1401,1,181,199
1402,1,180,199
1403,1,183,198
1404,1,130,201
1405,1,56,200
1406,1,194,191
1407,1,181,179
1408,1,200,188
1409,1,199,186
1410,1,200,187
1411,1,200,182
1412,1,201,177
1413,1,204,174
1414,1,208,173
1415,1,209,171
1416,1,213,172
1417,1,212,171
1418,1,212,169
1419,1,211,169
1420,1,210,166
1421,1,213,169
1422,1,214,168
1423,1,215,167
1424,1,198,154
1425,1,198,154
1426,1,199,155
1427,1,200,157
1428,1,212,172
1429,1,240,157
1430,1,261,140
1431,1,268,129
1432,1,280,123
1433,1,157,145
1434,1,279,122
1435,1,279,122
1436,1,343,124
1437,1,142,136
1438,1,139,137
1439,1,186,141
1440,1,252,146
1441,1,252,146
1442,1,123,117
1443,1,345,158
1444,1,210,143
1445,1,245,149
1446,1,135,144
1447,1,136,143
1448,1,252,122
1449,1,453,135
1450,1,157,143
1451,1,208,163
1452,1,145,138
1453,1,144,138
1454,1,230,146
1455,1,111,143
1456,1,362,148
1457,1,366,162
1458,1,141,140
1459,1,138,150
1460,1,362,156
1461,1,168,140
1462,1,118,138
1463,1,118,138
1464,1,85,143
1465,1,104,141
1466,1,113,138
1467,1,140,137
1468,1,146,138
1469,1,135,136
1470,1,102,136
1471,1,100,137
1472,1,191,151
1473,1,185,156
1474,1,184,171
1475,1,146,197
1476,1,107,208
1477,1,90,233
1478,1,80,243
1479,1,71,247
1480,1,66,251
1481,1,60,257
1482,1,60,264
1483,1,70,264
1484,1,62,267
1485,1,75,263
1486,1,73,265
1487,1,79,269
1488,1,131,72
1489,1,125,67
1490,1,122,57
1491,1,127,55
1492,1,129,54
1493,1,124,54
1494,1,123,53
1495,1,125,53
1496,1,123,51
1497,1,140,51
1498,1,160,56
1499,1,174,58
1500,1,209,82
1501,1,241,81
1502,1,241,83
1503,1,247,84
1504,1,113,76
1505,1,114,17
1506,1,95,104
1507,1,144,22
1508,1,158,15
1509,1,155,36
1510,1,213,6
1511,1,240,6
1512,1,76,120
1513,1,281,124
1514,1,364,132
1515,1,309,134
1516,1,443,126
1517,1,472,159
1518,1,287,180
1519,1,346,190
1520,1,112,162
1521,1,106,187
1522,1,96,167
1523,1,93,176
1524,1,91,185
1525,1,88,190
1526,1,89,197
1527,1,87,203
1528,1,86,206
1529,1,81,205
1530,1,78,209
1531,1,84,202
1532,1,96,195
1533,1,123,186
1534,1,162,202
1535,1,155,198
1536,1,190,240
1537,0,0,0
1538,0,0,0
1539,0,0,0
1540,0,0,0
1541,0,0,0
1542,0,0,0
1543,0,0,0
1544,0,0,0
1545,0,0,0
1546,0,0,0
1547,0,0,0
1548,0,0,0
1549,0,0,0
1550,0,0,0
1551,0,0,0
1552,0,0,0
1553,0,0,0
1554,0,0,0
1555,0,0,0
1556,0,0,0
1557,0,0,0
1558,0,0,0
1559,0,0,0
1560,0,0,0
1561,0,0,0
1562,0,0,0
1563,0,0,0
1564,0,0,0
1565,0,0,0
1566,0,0,0
1567,0,0,0
1568,0,0,0
1569,0,0,0
1570,0,0,0
1571,0,0,0
1572,0,0,0
1573,0,0,0
1574,0,0,0
1575,0,0,0
1576,0,0,0
1577,0,0,0
1578,0,0,0
1579,0,0,0
1580,0,0,0
1581,0,0,0
1582,0,0,0
1583,0,0,0
1584,0,0,0
1585,0,0,0
1586,0,0,0
1587,0,0,0
1588,1,61,10
1589,1,55,10
1590,1,252,59
1591,1,46,13
1592,1,257,84
1593,1,212,216
1594,1,51,14
1595,1,213,226
1596,1,52,17
1597,1,142,90
1598,1,59,18
1599,1,79,17
1600,1,224,19
1601,1,217,216
1602,1,218,219
1603,1,219,220
1604,1,226,22
1605,1,71,48
1606,1,228,24
1607,1,221,223
1608,1,24,220
1609,1,100,112
1610,1,160,69
1611,1,216,68
1612,1,172,90
1613,1,242,27
1614,1,93,55
1615,1,33,226
1616,1,91,29
1617,1,128,45
1618,1,122,48
1619,1,124,51
1620,1,126,53
1621,1,122,49
1622,1,123,48
1623,1,113,44
1624,1,121,48
1625,1,119,48
1626,1,122,45
1627,1,121,42
1628,1,137,47
1629,1,147,51
1630,1,159,67
1631,1,193,92
1632,1,195,62
1633,1,412,82
1634,1,412,81
1635,1,412,80
1636,1,196,60
1637,1,196,62
1638,1,200,64
1639,1,423,90
1640,1,434,164
1641,1,438,162
1642,1,451,92
1643,1,441,160
1644,1,454,91
1645,1,445,89
1646,1,444,90
1647,1,226,53
1648,1,222,101
1649,1,290,155
1650,1,220,26
1651,0,0,0
1652,0,0,0
1653,1,238,3
1654,1,300,2
1655,1,446,92
1656,1,310,27
1657,1,414,92
1658,1,447,153
1659,1,446,104
1660,1,467,22
1661,1,454,261
1662,1,451,106
