Frame,Visibility,X,Y
138,1,234,124
139,1,229,127
140,1,228,124
141,1,235,120
142,1,236,117
143,1,242,107
144,1,240,81
145,1,244,73
146,1,244,70
147,1,245,69
148,1,242,67
149,1,245,68
150,1,244,69
151,1,244,70
152,1,245,68
153,1,246,68
154,1,242,71
155,1,240,73
156,1,241,77
157,1,241,80
158,1,241,83
159,1,247,84
160,1,240,81
161,1,244,73
162,1,244,70
163,1,245,69
164,1,242,67
165,1,245,68
166,1,244,69
167,1,244,70
168,1,245,68
169,1,246,68
170,1,242,71
171,1,240,73
172,1,241,77
173,1,241,80
174,1,241,83
175,1,247,84
176,1,240,81
177,1,244,73
178,1,244,70
179,1,245,69
180,1,242,67
181,1,245,68
182,1,244,69
183,1,244,70
184,1,245,68
185,1,246,68
186,1,242,71
187,1,240,73
188,1,241,77
189,1,241,80
190,1,241,83
191,1,247,84
192,1,297,255
193,1,295,256
194,1,296,255
195,1,295,256
196,1,296,256
197,1,295,256
198,1,296,256
199,1,295,256
200,1,295,255
201,1,295,256
202,1,296,257
203,1,296,257
204,1,296,257
205,1,296,257
206,1,296,256
207,1,296,257
208,1,298,255
209,1,297,256
210,1,297,256
211,1,297,257
212,1,298,256
213,1,298,256
214,1,297,256
215,1,297,256
216,1,298,255
217,1,298,256
218,1,298,256
219,1,298,257
220,1,298,256
221,1,298,257
222,1,298,256
223,1,298,256
224,1,299,256
225,1,299,256
226,1,299,256
227,1,300,256
228,1,299,256
229,1,299,256
230,1,300,256
231,1,300,256
232,1,300,255
233,1,300,256
234,1,300,256
235,1,300,256
236,1,300,256
237,1,300,256
238,1,300,256
239,1,300,256
240,1,302,256
241,1,302,255
242,1,302,255
243,1,302,255
244,1,303,255
245,1,302,255
246,1,302,255
247,1,302,255
248,1,303,255
249,1,303,255
250,1,303,255
251,1,303,255
252,1,303,255
253,1,303,255
254,1,303,255
255,1,303,255
256,1,303,255
257,1,303,255
258,1,304,255
259,1,303,255
260,1,303,255
261,1,304,255
262,1,304,255
263,1,304,255
264,1,304,254
265,1,304,255
266,1,304,255
267,1,304,255
268,1,304,255
269,1,304,255
270,1,304,255
271,1,305,255
272,1,296,229
273,1,292,228
274,1,297,248
275,1,303,254
276,1,301,254
277,1,303,255
278,1,302,254
279,1,305,254
280,1,307,254
281,1,307,254
282,1,307,254
283,1,307,254
284,1,307,254
285,1,307,254
286,1,308,254
287,1,308,254
288,1,240,81
289,1,244,73
290,1,244,70
291,1,245,69
292,1,242,67
293,1,245,68
294,1,244,69
295,1,244,70
296,1,245,68
297,1,246,68
298,1,242,71
299,1,240,73
300,1,241,77
301,1,241,80
302,1,241,83
303,1,247,84
304,1,240,81
305,1,244,73
306,1,244,70
307,1,245,69
308,1,242,67
309,1,245,68
310,1,244,69
311,1,244,70
312,1,245,68
313,1,246,68
314,1,242,71
315,1,240,73
316,1,241,77
317,1,241,80
318,1,241,83
319,1,247,84
320,1,240,81
321,1,244,73
322,1,244,70
323,1,245,69
324,1,242,67
325,1,245,68
326,1,244,69
327,1,244,70
328,1,245,68
329,1,246,68
330,1,242,71
331,1,240,73
332,1,241,77
333,1,241,80
334,1,241,83
335,1,247,84
336,1,317,252
337,1,317,252
338,1,317,252
339,1,317,252
340,1,317,252
341,1,318,252
342,1,318,252
343,1,318,252
344,1,319,252
345,1,319,252
346,1,319,252
347,1,319,252
348,1,319,253
349,1,319,253
350,1,319,252
351,1,319,252
352,1,240,81
353,1,244,73
354,1,244,70
355,1,245,69
356,1,242,67
357,1,245,68
358,1,244,69
359,1,244,70
360,1,245,68
361,1,246,68
362,1,242,71
363,1,240,73
364,1,241,77
365,1,241,80
366,1,241,83
367,1,247,84
368,1,240,81
369,1,244,73
370,1,244,70
371,1,245,69
372,1,242,67
373,1,245,68
374,1,244,69
375,1,244,70
376,1,245,68
377,1,246,68
378,1,242,71
379,1,240,73
380,1,241,77
381,1,241,80
382,1,241,83
383,1,247,84
384,1,240,81
385,1,244,73
386,1,244,70
387,1,245,69
388,1,242,67
389,1,245,68
390,1,244,69
391,1,244,70
392,1,245,68
393,1,246,68
394,1,242,71
395,1,240,73
396,1,241,77
397,1,241,80
398,1,241,83
399,1,247,84
400,1,240,81
401,1,244,73
402,1,244,70
403,1,245,69
404,1,242,67
405,1,245,68
406,1,244,69
407,1,244,70
408,1,245,68
409,1,246,68
410,1,242,71
411,1,240,73
412,1,241,77
413,1,241,80
414,1,241,83
415,1,247,84
416,1,240,81
417,1,244,73
418,1,244,70
419,1,245,69
420,1,242,67
421,1,245,68
422,1,244,69
423,1,244,70
424,1,245,68
425,1,246,68
426,1,242,71
427,1,240,73
428,1,241,77
429,1,241,80
430,1,241,83
431,1,247,84
432,1,240,81
433,1,244,73
434,1,244,70
435,1,245,69
436,1,242,67
437,1,245,68
438,1,244,69
439,1,244,70
440,1,245,68
441,1,246,68
442,1,242,71
443,1,240,73
444,1,241,77
445,1,241,80
446,1,241,83
447,1,247,84
448,1,334,186
449,1,337,208
450,1,313,219
451,1,330,236
452,1,319,246
453,1,335,245
454,1,338,246
455,1,338,246
456,1,338,245
457,1,339,246
458,1,340,245
459,1,339,245
460,1,340,246
461,1,339,246
462,1,340,247
463,1,340,246
464,1,240,81
465,1,244,73
466,1,244,70
467,1,245,69
468,1,242,67
469,1,245,68
470,1,244,69
471,1,244,70
472,1,245,68
473,1,246,68
474,1,242,71
475,1,240,73
476,1,241,77
477,1,241,80
478,1,241,83
479,1,247,84
480,1,240,81
481,1,244,73
482,1,244,70
483,1,245,69
484,1,242,67
485,1,245,68
486,1,244,69
487,1,244,70
488,1,245,68
489,1,246,68
490,1,242,71
491,1,240,73
492,1,241,77
493,1,241,80
494,1,241,83
495,1,247,84
496,1,263,274
497,1,261,277
498,1,254,279
499,1,254,283
500,1,254,280
501,1,261,279
502,1,253,279
503,1,261,277
504,1,238,273
505,1,246,272
506,1,249,263
507,1,246,258
508,1,262,248
509,1,241,80
510,1,241,83
511,1,247,84
512,1,259,283
513,1,259,283
514,1,259,283
515,1,259,283
516,1,259,283
517,1,259,283
518,1,259,283
519,1,259,283
520,1,261,282
521,1,261,282
522,1,261,282
523,1,261,282
524,1,261,282
525,1,262,282
526,1,262,282
527,1,262,282
528,1,240,81
529,1,244,73
530,1,244,70
531,1,245,69
532,1,242,67
533,1,245,68
534,1,244,69
535,1,244,70
536,1,245,68
537,1,246,68
538,1,242,71
539,1,240,73
540,1,241,77
541,1,241,80
542,1,241,83
543,1,247,84
544,1,287,178
545,1,286,186
546,1,290,187
547,1,288,189
548,1,290,189
549,1,291,189
550,1,291,190
551,1,291,189
552,1,291,191
553,1,291,191
554,1,292,191
555,1,292,191
556,1,292,191
557,1,292,191
558,1,292,191
559,1,291,191
560,1,240,81
561,1,244,73
562,1,260,199
563,1,295,255
564,1,280,247
565,1,254,267
566,1,279,268
567,1,270,272
568,1,279,274
569,1,277,276
570,1,275,278
571,1,275,281
572,1,275,281
573,1,275,281
574,1,275,281
575,1,275,281
576,1,278,280
577,1,278,280
578,1,278,280
579,1,278,280
580,1,278,280
581,1,278,280
582,1,278,280
583,1,279,280
584,1,280,279
585,1,283,279
586,1,277,279
587,1,280,278
588,1,272,277
589,1,291,273
590,1,277,267
591,1,252,260
592,1,282,280
593,1,282,279
594,1,283,280
595,1,283,280
596,1,283,280
597,1,283,280
598,1,283,280
599,1,283,280
600,1,284,280
601,1,285,280
602,1,285,280
603,1,285,279
604,1,284,279
605,1,285,280
606,1,285,280
607,1,285,280
608,1,297,250
609,1,294,248
610,1,279,265
611,1,297,268
612,1,283,272
613,1,290,274
614,1,289,275
615,1,288,276
616,1,290,278
617,1,290,278
618,1,290,278
619,1,290,278
620,1,290,278
621,1,290,278
622,1,290,278
623,1,290,278
624,1,240,81
625,1,244,73
626,1,244,70
627,1,245,69
628,1,242,67
629,1,245,68
630,1,244,69
631,1,244,70
632,1,245,68
633,1,246,68
634,1,242,71
635,1,240,73
636,1,241,77
637,1,241,80
638,1,241,83
639,1,247,84
640,1,240,81
641,1,244,73
642,1,244,70
643,1,245,69
644,1,242,67
645,1,245,68
646,1,244,69
647,1,244,70
648,1,245,68
649,1,246,68
650,1,242,71
651,1,240,73
652,1,241,77
653,1,241,80
654,1,241,83
655,1,247,84
656,1,240,81
657,1,244,73
658,1,244,70
659,1,245,69
660,1,242,67
661,1,245,68
662,1,244,69
663,1,244,70
664,1,245,68
665,1,246,68
666,1,242,71
667,1,240,73
668,1,241,77
669,1,241,80
670,1,241,83
671,1,247,84
672,1,240,81
673,1,244,73
674,1,244,70
675,1,245,69
676,1,242,67
677,1,245,68
678,1,244,69
679,1,244,70
680,1,245,68
681,1,246,68
682,1,242,71
683,1,240,73
684,1,241,77
685,1,241,80
686,1,241,83
687,1,247,84
688,1,269,172
689,1,270,171
690,1,270,171
691,1,269,170
692,1,269,171
693,1,270,169
694,1,269,170
695,1,269,170
696,1,268,170
697,1,267,171
698,1,267,171
699,1,269,168
700,1,267,167
701,1,270,166
702,1,280,160
703,1,279,149
704,1,66,66
705,1,107,74
706,1,111,71
707,1,124,73
708,1,123,84
709,1,138,93
710,1,163,87
711,1,180,73
712,1,217,77
713,1,246,69
714,1,242,71
715,1,240,73
716,1,241,77
717,1,241,80
718,1,241,83
719,1,247,84
720,1,240,81
721,1,244,73
722,1,244,70
723,1,245,69
724,1,242,67
725,1,245,68
726,1,244,69
727,1,244,70
728,1,245,68
729,1,246,68
730,1,242,71
731,1,240,73
732,1,241,77
733,1,241,80
734,1,241,83
735,1,247,84
736,1,264,193
737,1,266,192
738,1,266,193
739,1,266,193
740,1,267,193
741,1,267,193
742,1,267,193
743,1,267,193
744,1,267,193
745,1,267,194
746,1,264,194
747,1,266,190
748,1,265,187
749,1,269,187
750,1,281,180
751,1,274,167
752,1,240,81
753,1,244,73
754,1,244,70
755,1,245,69
756,1,242,67
757,1,245,68
758,1,244,69
759,1,244,70
760,1,245,68
761,1,246,68
762,1,242,71
763,1,240,73
764,1,241,77
765,1,241,80
766,1,241,83
767,1,247,84
768,1,440,280
769,1,441,280
770,1,441,280
771,1,442,281
772,1,442,280
773,1,442,281
774,1,442,281
775,1,443,281
776,1,434,281
777,1,432,282
778,1,426,281
779,1,433,279
780,1,405,278
781,1,408,266
782,1,430,267
783,1,428,272
784,1,240,81
785,1,244,73
786,1,244,70
787,1,245,69
788,1,242,67
789,1,245,68
790,1,244,69
791,1,244,70
792,1,245,68
793,1,246,68
794,1,242,71
795,1,240,73
796,1,241,77
797,1,241,80
798,1,241,83
799,1,247,84
800,1,240,81
801,1,244,73
802,1,244,70
803,1,245,69
804,1,242,67
805,1,245,68
806,1,244,69
807,1,244,70
808,1,245,68
809,1,246,68
810,1,242,71
811,1,240,73
812,1,241,77
813,1,241,80
814,1,241,83
815,1,247,84
816,1,240,81
817,1,244,73
818,1,244,70
819,1,245,69
820,1,242,67
821,1,245,68
822,1,244,69
823,1,244,70
824,1,245,68
825,1,246,68
826,1,242,71
827,1,240,73
828,1,241,77
829,1,241,80
830,1,241,83
831,1,247,84
832,1,240,81
833,1,244,73
834,1,244,70
835,1,245,69
836,1,242,67
837,1,245,68
838,1,244,69
839,1,244,70
840,1,245,68
841,1,246,68
842,1,242,71
843,1,240,73
844,1,241,77
845,1,241,80
846,1,241,83
847,1,247,84
848,1,133,109
849,1,123,108
850,1,129,120
851,1,109,111
852,1,98,111
853,1,89,117
854,1,89,120
855,1,91,117
856,1,89,117
857,1,89,117
858,1,88,118
859,1,88,118
860,1,88,118
861,1,88,117
862,1,88,117
863,1,87,117
864,1,240,81
865,1,244,73
866,1,244,70
867,1,245,69
868,1,242,67
869,1,245,68
870,1,244,69
871,1,244,70
872,1,245,68
873,1,246,68
874,1,242,71
875,1,240,73
876,1,241,77
877,1,241,80
878,1,241,83
879,1,247,84
880,1,240,81
881,1,244,73
882,1,244,70
883,1,245,69
884,1,242,67
885,1,245,68
886,1,244,69
887,1,244,70
888,1,245,68
889,1,246,68
890,1,242,71
891,1,240,73
892,1,241,77
893,1,241,80
894,1,241,83
895,1,247,84
896,1,240,81
897,1,244,73
898,1,244,70
899,1,245,69
900,1,242,67
901,1,245,68
902,1,244,69
903,1,244,70
904,1,245,68
905,1,246,68
906,1,242,71
907,1,240,73
908,1,241,77
909,1,241,80
910,1,241,83
911,1,247,84
912,1,271,162
913,1,272,164
914,1,272,164
915,1,271,165
916,1,271,166
917,1,274,164
918,1,275,160
919,1,272,154
920,1,277,140
921,1,287,134
922,1,268,117
923,1,240,73
924,1,241,77
925,1,241,80
926,1,241,83
927,1,247,84
928,1,240,81
929,1,244,73
930,1,244,70
931,1,245,69
932,1,242,67
933,1,245,68
934,1,244,69
935,1,244,70
936,1,245,68
937,1,246,68
938,1,242,71
939,1,240,73
940,1,241,77
941,1,241,80
942,1,241,83
943,1,247,84
944,1,240,81
945,1,244,73
946,1,244,70
947,1,245,69
948,1,242,67
949,1,245,68
950,1,244,69
951,1,244,70
952,1,245,68
953,1,246,68
954,1,242,71
955,1,240,73
956,1,241,77
957,1,241,80
958,1,241,83
959,1,247,84
960,1,93,106
961,1,93,106
962,1,93,107
963,1,93,107
964,1,93,107
965,1,93,107
966,1,93,107
967,1,93,107
968,1,102,106
969,1,105,107
970,1,109,110
971,1,114,110
972,1,120,117
973,1,137,124
974,1,151,117
975,1,172,119
976,1,240,81
977,1,244,73
978,1,244,70
979,1,245,69
980,1,242,67
981,1,245,68
982,1,244,69
983,1,244,70
984,1,245,68
985,1,246,68
986,1,242,71
987,1,240,73
988,1,241,77
989,1,241,80
990,1,241,83
991,1,247,84
992,1,240,81
993,1,244,73
994,1,244,70
995,1,245,69
996,1,242,67
997,1,245,68
998,1,244,69
999,1,244,70
1000,1,245,68
1001,1,246,68
1002,1,242,71
1003,1,240,73
1004,1,241,77
1005,1,241,80
1006,1,241,83
1007,1,247,84
1008,1,240,81
1009,1,244,73
1010,1,244,70
1011,1,245,69
1012,1,242,67
1013,1,245,68
1014,1,244,69
1015,1,244,70
1016,1,245,68
1017,1,246,68
1018,1,242,71
1019,1,240,73
1020,1,241,77
1021,1,241,80
1022,1,241,83
1023,1,247,84
1024,1,240,81
1025,1,244,73
1026,1,244,70
1027,1,245,69
1028,1,242,67
1029,1,245,68
1030,1,244,69
1031,1,244,70
1032,1,245,68
1033,1,246,68
1034,1,242,71
1035,1,240,73
1036,1,241,77
1037,1,241,80
1038,1,241,83
1039,1,247,84
1040,1,240,81
1041,1,244,73
1042,1,244,70
1043,1,245,69
1044,1,242,67
1045,1,245,68
1046,1,244,69
1047,1,244,70
1048,1,245,68
1049,1,246,68
1050,1,242,71
1051,1,240,73
1052,1,241,77
1053,1,241,80
1054,1,241,83
1055,1,247,84
1056,1,240,81
1057,1,244,73
1058,1,244,70
1059,1,245,69
1060,1,242,67
1061,1,245,68
1062,1,244,69
1063,1,244,70
1064,1,245,68
1065,1,246,68
1066,1,242,71
1067,1,240,73
1068,1,241,77
1069,1,241,80
1070,1,241,83
1071,1,247,84
1072,1,240,81
1073,1,244,73
1074,1,244,70
1075,1,245,69
1076,1,242,67
1077,1,245,68
1078,1,244,69
1079,1,244,70
1080,1,245,68
1081,1,246,68
1082,1,242,71
1083,1,240,73
1084,1,241,77
1085,1,241,80
1086,1,241,83
1087,1,247,84
1088,1,240,81
1089,1,244,73
1090,1,244,70
1091,1,245,69
1092,1,242,67
1093,1,245,68
1094,1,244,69
1095,1,244,70
1096,1,245,68
1097,1,246,68
1098,1,242,71
1099,1,240,73
1100,1,241,77
1101,1,241,80
1102,1,241,83
1103,1,247,84
1104,1,240,81
1105,1,244,73
1106,1,244,70
1107,1,245,69
1108,1,242,67
1109,1,245,68
1110,1,244,69
1111,1,244,70
1112,1,245,68
1113,1,246,68
1114,1,242,71
1115,1,240,73
1116,1,241,77
1117,1,241,80
1118,1,241,83
1119,1,247,84
1120,1,240,81
1121,1,244,73
1122,1,244,70
1123,1,245,69
1124,1,242,67
1125,1,245,68
1126,1,244,69
1127,1,244,70
1128,1,245,68
1129,1,246,68
1130,1,242,71
1131,1,240,73
1132,1,241,77
1133,1,241,80
1134,1,241,83
1135,1,247,84
1136,1,240,81
1137,1,244,73
1138,1,244,70
1139,1,245,69
1140,1,242,67
1141,1,245,68
1142,1,244,69
1143,1,244,70
1144,1,245,68
1145,1,246,68
1146,1,242,71
1147,1,240,73
1148,1,241,77
1149,1,241,80
1150,1,241,83
1151,1,247,84
1152,1,240,81
1153,1,244,73
1154,1,244,70
1155,1,245,69
1156,1,242,67
1157,1,245,68
1158,1,244,69
1159,1,244,70
1160,1,245,68
1161,1,246,68
1162,1,242,71
1163,1,240,73
1164,1,241,77
1165,1,241,80
1166,1,241,83
1167,1,247,84
1168,1,240,81
1169,1,244,73
1170,1,244,70
1171,1,245,69
1172,1,242,67
1173,1,245,68
1174,1,244,69
1175,1,244,70
1176,1,245,68
1177,1,246,68
1178,1,242,71
1179,1,240,73
1180,1,241,77
1181,1,241,80
1182,1,241,83
1183,1,247,84
1184,1,240,81
1185,1,244,73
1186,1,244,70
1187,1,245,69
1188,1,242,67
1189,1,245,68
1190,1,244,69
1191,1,244,70
1192,1,245,68
1193,1,246,68
1194,1,242,71
1195,1,240,73
1196,1,241,77
1197,1,241,80
1198,1,241,83
1199,1,247,84
1200,1,240,81
1201,1,244,73
1202,1,244,70
1203,1,245,69
1204,1,242,67
1205,1,245,68
1206,1,244,69
1207,1,244,70
1208,1,245,68
1209,1,246,68
1210,1,242,71
1211,1,240,73
1212,1,241,77
1213,1,241,80
1214,1,241,83
1215,1,247,84
1216,1,240,81
1217,1,244,73
1218,1,244,70
1219,1,245,69
1220,1,242,67
1221,1,245,68
1222,1,244,69
1223,1,244,70
1224,1,245,68
1225,1,246,68
1226,1,242,71
1227,1,240,73
1228,1,241,77
1229,1,241,80
1230,1,241,83
1231,1,247,84
1232,1,240,81
1233,1,244,73
1234,1,244,70
1235,1,245,69
1236,1,242,67
1237,1,245,68
1238,1,244,69
1239,1,244,70
1240,1,245,68
1241,1,246,68
1242,1,242,71
1243,1,240,73
1244,1,241,77
1245,1,241,80
1246,1,241,83
1247,1,247,84
1248,1,240,81
1249,1,244,73
1250,1,244,70
1251,1,245,69
1252,1,242,67
1253,1,245,68
1254,1,244,69
1255,1,244,70
1256,1,245,68
1257,1,246,68
1258,1,242,71
1259,1,240,73
1260,1,241,77
1261,1,241,80
1262,1,241,83
1263,1,247,84
1264,1,240,81
1265,1,244,73
1266,1,244,70
1267,1,245,69
1268,1,242,67
1269,1,245,68
1270,1,244,69
1271,1,244,70
1272,1,245,68
1273,1,246,68
1274,1,242,71
1275,1,240,73
1276,1,241,77
1277,1,241,80
1278,1,241,83
1279,1,247,84
1280,1,240,81
1281,1,244,73
1282,1,244,70
1283,1,245,69
1284,1,242,67
1285,1,245,68
1286,1,244,69
1287,1,244,70
1288,1,245,68
1289,1,246,68
1290,1,242,71
1291,1,240,73
1292,1,241,77
1293,1,241,80
1294,1,241,83
1295,1,247,84
1296,1,240,81
1297,1,244,73
1298,1,244,70
1299,1,245,69
1300,1,242,67
1301,1,245,68
1302,1,244,69
1303,1,244,70
1304,1,245,68
1305,1,246,68
1306,1,242,71
1307,1,240,73
1308,1,241,77
1309,1,241,80
1310,1,241,83
1311,1,247,84
1312,1,240,81
1313,1,244,73
1314,1,244,70
1315,1,245,69
1316,1,242,67
1317,1,245,68
1318,1,244,69
1319,1,244,70
1320,1,245,68
1321,1,246,68
1322,1,242,71
1323,1,240,73
1324,1,241,77
1325,1,241,80
1326,1,241,83
1327,1,247,84
1328,1,240,81
1329,1,244,73
1330,1,244,70
1331,1,245,69
1332,1,242,67
1333,1,245,68
1334,1,244,69
1335,1,244,70
1336,1,245,68
1337,1,246,68
1338,1,242,71
1339,1,240,73
1340,1,241,77
1341,1,241,80
1342,1,241,83
1343,1,247,84
1344,1,240,81
1345,1,244,73
1346,1,244,70
1347,1,245,69
1348,1,242,67
1349,1,245,68
1350,1,244,69
1351,1,244,70
1352,1,245,68
1353,1,246,68
1354,1,242,71
1355,1,240,73
1356,1,241,77
1357,1,241,80
1358,1,241,83
1359,1,247,84
1360,1,240,81
1361,1,244,73
1362,1,244,70
1363,1,245,69
1364,1,242,67
1365,1,245,68
1366,1,244,69
1367,1,244,70
1368,1,245,68
1369,1,246,68
1370,1,242,71
1371,1,240,73
1372,1,241,77
1373,1,241,80
1374,1,241,83
1375,1,247,84
1376,1,240,81
1377,1,244,73
1378,1,244,70
1379,1,245,69
1380,1,242,67
1381,1,245,68
1382,1,244,69
1383,1,244,70
1384,1,245,68
1385,1,246,68
1386,1,242,71
1387,1,240,73
1388,1,241,77
1389,1,241,80
1390,1,241,83
1391,1,247,84
1392,1,240,81
1393,1,244,73
1394,1,244,70
1395,1,245,69
1396,1,242,67
1397,1,245,68
1398,1,244,69
1399,1,244,70
1400,1,245,68
1401,1,246,68
1402,1,242,71
1403,1,240,73
1404,1,241,77
1405,1,241,80
1406,1,241,83
1407,1,247,84
1408,1,240,81
1409,1,244,73
1410,1,244,70
1411,1,245,69
1412,1,242,67
1413,1,245,68
1414,1,244,69
1415,1,244,70
1416,1,245,68
1417,1,246,68
1418,1,242,71
1419,1,240,73
1420,1,241,77
1421,1,241,80
1422,1,241,83
1423,1,247,84
1424,1,240,81
1425,1,244,73
1426,1,244,70
1427,1,245,69
1428,1,242,67
1429,1,245,68
1430,1,244,69
1431,1,244,70
1432,1,245,68
1433,1,246,68
1434,1,242,71
1435,1,240,73
1436,1,241,77
1437,1,241,80
1438,1,241,83
1439,1,247,84
1440,1,240,81
1441,1,244,73
1442,1,244,70
1443,1,245,69
1444,1,242,67
1445,1,245,68
1446,1,244,69
1447,1,244,70
1448,1,245,68
1449,1,246,68
1450,1,242,71
1451,1,240,73
1452,1,241,77
1453,1,241,80
1454,1,241,83
1455,1,247,84
1456,1,240,81
1457,1,244,73
1458,1,244,70
1459,1,245,69
1460,1,242,67
1461,1,245,68
1462,1,244,69
1463,1,244,70
1464,1,245,68
1465,1,246,68
1466,1,242,71
1467,1,240,73
1468,1,241,77
1469,1,241,80
1470,1,241,83
1471,1,247,84
1472,1,240,81
1473,1,244,73
1474,1,244,70
1475,1,245,69
1476,1,242,67
1477,1,245,68
1478,1,244,69
1479,1,244,70
1480,1,245,68
1481,1,246,68
1482,1,242,71
1483,1,240,73
1484,1,241,77
1485,1,241,80
1486,1,241,83
1487,1,247,84
1488,1,240,81
1489,1,244,73
1490,1,244,70
1491,1,245,69
1492,1,242,67
1493,1,245,68
1494,1,244,69
1495,1,244,70
1496,1,245,68
1497,1,246,68
1498,1,242,71
1499,1,240,73
1500,1,241,77
1501,1,241,80
1502,1,241,83
1503,1,247,84
1504,1,240,81
1505,1,244,73
1506,1,244,70
1507,1,245,69
1508,1,242,67
1509,1,245,68
1510,1,244,69
1511,1,244,70
1512,1,245,68
1513,1,246,68
1514,1,242,71
1515,1,240,73
1516,1,241,77
1517,1,241,80
1518,1,241,83
1519,1,247,84
1520,1,240,81
1521,1,244,73
1522,1,244,70
1523,1,245,69
1524,1,242,67
1525,1,245,68
1526,1,244,69
1527,1,244,70
1528,1,245,68
1529,1,246,68
1530,1,242,71
1531,1,240,73
1532,1,241,77
1533,1,241,80
1534,1,241,83
1535,1,247,84
1536,1,240,81
1537,1,244,73
1538,1,244,70
1539,1,245,69
1540,1,242,67
1541,1,245,68
1542,1,244,69
1543,1,244,70
1544,1,245,68
1545,1,246,68
1546,1,242,71
1547,1,240,73
1548,1,241,77
1549,1,241,80
1550,1,241,83
1551,1,247,84
1552,1,240,81
1553,1,244,73
1554,1,244,70
1555,1,245,69
1556,1,242,67
1557,1,245,68
1558,1,244,69
1559,1,244,70
1560,1,245,68
1561,1,246,68
1562,1,242,71
1563,1,240,73
1564,1,241,77
1565,1,241,80
1566,1,241,83
1567,1,247,84
1568,1,240,81
1569,1,244,73
1570,1,244,70
1571,1,245,69
1572,1,242,67
1573,1,245,68
1574,1,244,69
1575,1,244,70
1576,1,245,68
1577,1,246,68
1578,1,242,71
1579,1,240,73
1580,1,241,77
1581,1,241,80
1582,1,241,83
1583,1,247,84
1584,1,240,81
1585,1,244,73
1586,1,244,70
1587,1,245,69
1588,1,242,67
1589,1,245,68
1590,1,244,69
1591,1,244,70
1592,1,245,68
1593,1,246,68
1594,1,242,71
1595,1,240,73
1596,1,241,77
1597,1,241,80
1598,1,241,83
1599,1,247,84
1600,1,240,81
1601,1,244,73
1602,1,244,70
1603,1,245,69
1604,1,242,67
1605,1,245,68
1606,1,244,69
1607,1,244,70
1608,1,245,68
1609,1,246,68
1610,1,242,71
1611,1,240,73
1612,1,241,77
1613,1,241,80
1614,1,241,83
1615,1,247,84
1616,1,240,81
1617,1,244,73
1618,1,244,70
1619,1,245,69
1620,1,242,67
1621,1,245,68
1622,1,244,69
1623,1,244,70
1624,1,245,68
1625,1,246,68
1626,1,242,71
1627,1,240,73
1628,1,241,77
1629,1,241,80
1630,1,241,83
1631,1,247,84
1632,1,240,81
1633,1,244,73
1634,1,244,70
1635,1,245,69
1636,1,242,67
1637,1,245,68
1638,1,244,69
1639,1,244,70
1640,1,245,68
1641,1,246,68
1642,1,242,71
1643,1,240,73
1644,1,241,77
1645,1,241,80
1646,1,241,83
1647,1,247,84
1648,1,240,81
1649,1,244,73
1650,1,244,70
1651,1,245,69
1652,1,242,67
1653,1,245,68
1654,1,244,69
1655,1,244,70
1656,1,245,68
1657,1,246,68
1658,1,242,71
1659,1,240,73
1660,1,241,77
1661,1,241,80
1662,1,241,83
